,anterior_reticular_formation_LEFT,anterior_reticular_formation_RIGHT,caudal_hypothalamus_LEFT,caudal_hypothalamus_RIGHT,cerebellum_LEFT,cerebellum_RIGHT,glossopharyngeal_ganglion_LEFT,glossopharyngeal_ganglion_RIGHT,habenula_LEFT,habenula_RIGHT,inferior_olive_LEFT,inferior_olive_RIGHT,intermediate_hypothalamus_LEFT,intermediate_hypothalamus_RIGHT,intermediate_reticular_formation_LEFT,intermediate_reticular_formation_RIGHT,interpeduncular_nucleus_LEFT,interpeduncular_nucleus_RIGHT,medial_octavolateral_nucleus_LEFT,medial_octavolateral_nucleus_RIGHT,MO_stripe_1_LEFT,MO_stripe_1_RIGHT,MO_stripe_2_LEFT,MO_stripe_2_RIGHT,MO_stripe_3_LEFT,MO_stripe_3_RIGHT,MO_stripe_4_LEFT,MO_stripe_4_RIGHT,MO_stripe_5_LEFT,MO_stripe_5_RIGHT,octaval_ganglion_LEFT,octaval_ganglion_RIGHT,olfactory_bulb_LEFT,olfactory_bulb_RIGHT,olfactory_epithelium_LEFT,olfactory_epithelium_RIGHT,pallium_LEFT,pallium_RIGHT,pituitary_LEFT,pituitary_RIGHT,posterior_reticular_formation_LEFT,posterior_reticular_formation_RIGHT,posterior_teberculum_LEFT,posterior_teberculum_RIGHT,preoptic_region_LEFT,preoptic_region_RIGHT,pretectum_LEFT,pretectum_RIGHT,raphe_nucleus_LEFT,raphe_nucleus_RIGHT,retina_LEFT,retina_RIGHT,rostral_hypothalamus_LEFT,rostral_hypothalamus_RIGHT,subpallium_LEFT,subpallium_RIGHT,tectum_LEFT,tectum_RIGHT,tegmentum_LEFT,tegmentum_RIGHT,thalamus_LEFT,thalamus_RIGHT,torus_longitudinalis_LEFT,torus_longitudinalis_RIGHT,torus_semicircularis_LEFT,torus_semicircularis_RIGHT,trigeminal_ganglion_LEFT,trigeminal_ganglion_RIGHT,vagal_region_LEFT,vagal_region_RIGHT,vagus_motor_neurons_LEFT,vagus_motor_neurons_RIGHT
MO_stripe_1_LEFT,0.107770949,0.017835405,0.008344532,0.010792325,0.02807318,0.005971563,0,0,0,0,0.002300846,0.000185738,0.048136256,0.038495386,0.038143174,0.013887711,0.035369827,0.009390175,0.004295795,0.003943653,0,0.008471417,0.003576964,0.001056913,0.014751907,0.005199815,0.007772685,0.00485485,0.004379462,0.004483325,0,6.33E-05,0,0,0,0,0.000596024,0.001352062,0.000622596,0,0.058931621,0.025374771,0.00235479,0.003493243,0.00111848,0.002035903,0.003761409,0.002363525,0.068774983,0.015651789,0,0,0,0,0.000430972,0.000508644,0.000118521,0,0.017496273,0.008989341,0.010106779,0.005584062,0.000330836,0.000199095,0.001917695,0.002127624,0,0,0.001192263,0.001630674,0.001827332,0.001564312
MO_stripe_1_RIGHT,0.016894119,0.134825361,0.010662026,0.01138254,0.005408157,0.021702514,0,0,0,0,0.000206983,0.002216963,0.041915224,0.048234501,0.01304103,0.040287395,0.010632294,0.035420877,0.004425513,0.003406699,0.008471417,0,0.00244131,0.00239777,0.003942324,0.014229257,0.006695367,0.006670021,0.004535187,0.003908922,0,0,0,0,0,0,0.001765085,0.000615769,0,0.000669976,0.024848693,0.063216025,0.001895517,0.00380448,0.002358348,0.001237185,0.001717797,0.002360408,0.016364099,0.070226486,0,0,0,0,0.000553543,0.000493258,0,2.40E-05,0.008540597,0.014790182,0.005109392,0.008940485,0,0,0.002073015,0.001179525,0,0,0.001122015,0.001983849,0.001917356,0.001672881
MO_stripe_2_LEFT,0.000734429,0.001685602,0,0,0.000812164,0.000646899,0,0,0,0,0.000210409,0.000294715,0,0,0.00088787,0.002459038,0,0,0.003613957,0.00294515,0.003576964,0.00244131,0,0.000670383,0.000950644,0.001451115,0.004455502,0.001525893,0.001951132,0.000458668,0,0.0002053,0,0,0,0,0,0,0,0,0.004032135,0.003924883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138673,0,0,0,0,0,0.000680132,0,0,0.000648017,0.001067507,0.001284465,0
MO_stripe_2_RIGHT,0.001243663,0.000241392,0,0,0.000341248,0.000448479,0,0,0,0,0.000314927,0,0,0,0.001362334,0.000370102,0,0,0.001470214,0.001113058,0.001056913,0.00239777,0.000670383,0,0.000209824,0.000558936,0.000716005,0.002586495,6.88E-05,0.000707048,0,0,0,0,0,0,0,0,0,0,0.002769161,0.004156943,0,0,0,0,0,0,0,8.14E-05,0,0,0,0,0,0,0,0,0.000129164,0,0,0,0,0,0.000670024,0,0,0,0.000573198,0.000885487,0,0.001292203
MO_stripe_3_LEFT,0.067308006,0.054366805,0,0,0.039778082,0.008240131,0,0,0,0,0.00057908,0,0.003844427,0.002687581,0.04385964,0.052485327,0.003365844,0.003233331,0.048497546,0.031758824,0.014751907,0.003942324,0.000950644,0.000209824,0,0.033754437,0.014221481,0.004621519,0.041835001,0.023865199,0.000197156,0.00070148,0,0,0,0,0,0,0,0,0.047798123,0.044180314,0.001928553,0.001330871,0.000708078,0.001142619,0.012642019,0.002455617,0.018888282,0.017976299,0,0,0.00388154,0.004803521,0,0,0.002751861,0.00084414,0.028527413,0.018891254,0.01771117,0.009906132,0.000934388,0.00122201,0.026554086,0.021993473,0,0,0.000399746,0.000625498,0,0
MO_stripe_3_RIGHT,0.056815596,0.081162702,0,0,0.011765322,0.042411139,0,0,0,0,0.000147034,0.000152611,0.00249734,0.005406475,0.059066697,0.059710803,0.003270171,0.002989411,0.04085509,0.042711717,0.005199815,0.014229257,0.001451115,0.000558936,0.033754437,0,0.010826899,0.009307802,0.028302197,0.037755374,0.000687614,0.000191018,0,0,0,0,0,0.000151872,0,0,0.047819708,0.055884319,0.001297641,0.002959903,0.001432815,0.001034235,0.001960127,0.014134738,0.018100668,0.019950177,0,0,0.003979489,0.007655044,0,0.000222508,0.000832503,0.002359402,0.020464238,0.035980111,0.01346508,0.023575541,0.00118905,0.000778197,0.025666998,0.038350255,0,0.00021147,0.001329597,0.001242736,0,0
MO_stripe_4_LEFT,0.024212977,0.019917532,0,0,0.010182614,0.005488076,0.001253012,0,0,0,0.000479247,0,0.004204495,7.45E-05,0.034450681,0.030448314,0.000433506,0.000424707,0.020278905,0.008620855,0.007772685,0.006695367,0.004455502,0.000716005,0.014221481,0.010826899,0,0.008438322,0.035857296,0.008059364,6.93E-05,0.000481919,0,0,0,0,0,0,0,0,0.039644346,0.020586638,0,0.002046699,0,0,0.0024154,0.003280363,0.004249404,0.003490648,0,0,0,0,0,0,0.000330185,0.000368365,0.004343787,0.007676735,0.001893329,0.004446794,0,0,0.003682877,0.010375263,0.001517665,0,0.005566096,0.001195295,0.02506313,0.002239781
MO_stripe_4_RIGHT,0.013284599,0.020734226,0,0,0.005181043,0.007932781,0,0.001776303,0,0,0.000126677,0,0,0.004048793,0.018922705,0.028704476,0.000515458,0.000494814,0.005986467,0.009118666,0.00485485,0.006670021,0.001525893,0.002586495,0.004621519,0.009307802,0.008438322,0,0.004905824,0.022540346,0.000366666,0,0,0,0,0,0,0,0,0,0.013410404,0.028132277,0.00180201,0,5.99E-05,0,0.002897204,0.002219101,0.002098038,0.002686261,0,0,0,0,0,0,0.000333009,0.000373969,0.004279851,0.004138365,0.004515163,0.001860967,0,0,0.00754333,0.0032044,0,0.002288795,0.000661531,0.008935367,0.002346446,0.024815057
MO_stripe_5_LEFT,0.017742125,0.030321641,0,0,0.007801092,0.003535677,0.001763239,0,0,0,0,0.000223016,0.00246657,4.65E-05,0.033305857,0.044349967,0,0,0.051836038,0.022729449,0.004379462,0.004535187,0.001951132,6.88E-05,0.041835001,0.028302197,0.035857296,0.004905824,0,0.024793891,0.000260805,0.000230025,0,0,0,0,0.000249709,0.000321001,0,0,0.043699135,0.042368264,0,0.000890751,0,0.000212696,0.000580454,0.000705856,0.002289346,0.002074669,0,0,0,0,0.000291326,0.00055578,0.000309582,0.000319573,0.002106915,0.011239908,0.000882826,0.002986545,0,0,0.002255949,0.011507644,0,0,0.007554048,0.000238816,0.007582207,0.003364207
MO_stripe_5_RIGHT,0.026466935,0.013624105,0,0,0.005334586,0.005447533,0,0.003231484,0,0,0.000290321,0,0,0.003444261,0.036912414,0.028948283,0,0,0.025426671,0.043120851,0.004483325,0.003908922,0.000458668,0.000707048,0.023865199,0.037755374,0.008059364,0.022540346,0.024793891,0,0.000356525,0.000242229,0,0,0,0,0.000362922,0.000216233,0,0,0.040209327,0.042625938,0.000685759,0,0.000170317,0,0.000528985,0.000441467,0.001298981,0.001545418,0,0,0,0,0.000613389,0.000262791,7.93E-05,0.000328545,0.009504692,0.00203701,0.002836866,0.000741194,0,0,0.00862241,0.001877886,0,0.000172201,0.000243731,0.008901595,0.003759777,0.007149837
octaval_ganglion_LEFT,0.006879069,0.000374882,0.00319427,0,0,0,0,0,0,0,0.003613175,0,0.001086904,0,0.00619746,0.000690831,0.003023463,0,0,0,0,0,0,0,0.000197156,0.000687614,6.93E-05,0.000366666,0.000260805,0.000356525,0,0,0,0,0,0,0,0,0,0,0.006866444,0.00126065,0.001028605,0,0,0,0.001988764,0,0,0,0,0,0,0,0,0,0.000678945,0,0.00153494,0,0.001962499,0,0,0,0.004133513,0,0,0,0.000460384,0,0,0.000367811
octaval_ganglion_RIGHT,0.000390743,0.006118457,0,0.003377547,0,0,0,0,0,0,0.000308016,0.004260391,0,0.000998697,0.000671634,0.006465248,0,0.002680116,0,0,6.33E-05,0,0.0002053,0,0.00070148,0.000191018,0.000481919,0,0.000230025,0.000242229,0,0,0,0,0,0,0,0,0,0,0.00201601,0.007463523,0,0.000963472,0,0,0,0.001849828,0.000720652,0.000247574,0,0,0,0,0,0,0,0.000845904,0,0.000631107,0,0.000854192,0,0,0,0.005077421,0,0,0,0.000571575,0.000323963,0
olfactory_bulb_LEFT,0,0,0,0,0,0,0,0,0.001567681,0.001316645,0,0,0.001080679,0.001682277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010689369,0,0.036609377,0.012800548,0,0,0,0,0.003578655,0.003491144,0.002157185,0.002557114,0,0,0,0,0,0,0,0,0.039567255,0.010675625,0,0,0,0,0.000242242,7.70E-05,0,0,0,0,0,0,0,0,0,0
olfactory_bulb_RIGHT,0,0,0,0,0,0,0,0,0.001383428,0.001482359,0,0,0.001915076,0.001076612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009984135,0.013061417,0.033759743,0,0,0,0,0.002222683,0.004789763,0.002344059,0.002753818,0,0,0,0,0,0,0,0,0.00900305,0.044845332,0,0,0,0,6.55E-05,0.000252687,0,0,0,0,0,0,0,0,0,0
olfactory_epithelium_LEFT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010689369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000782074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olfactory_epithelium_RIGHT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009984135,0,0,0,0.00015645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000780315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pallium_LEFT,0.007863359,0.008833927,0.00160784,0.00082456,0.00022226,0,0,0,0.009515698,0.008208786,0,0,0.027720107,0.019588723,0.001060424,0.000349895,0.002446588,0.002523615,0,0,0.000596024,0.001765085,0,0,0,0,0,0,0.000249709,0.000362922,0,0,0.036609377,0.013061417,0,0,0,0.040864133,0,0,0.000768346,0.000454331,0.014119026,0.015869881,0.028792193,0.014778492,0,0,0.005115937,0.005710106,0,0,0.010107667,0.00678665,0.083962031,0.047477976,0,0,0.002445655,0.001521744,0.009517612,0.007820917,0,0,0.001448664,0.000957377,0,0,0,0,0,0
pallium_RIGHT,0.006553936,0.008174896,0.000921153,0.001722564,0.000133573,0.000137844,0,0,0.007296869,0.008454714,0,0,0.018432282,0.025896912,0.000353437,0.000949219,0.002912644,0.00188556,0,0,0.001352062,0.000615769,0,0,0,0.000151872,0,0,0.000321001,0.000216233,0,0,0.012800548,0.033759743,0,0.00015645,0.040864133,0,0,0,7.22E-05,0.000740512,0.010962864,0.01973221,0.012054151,0.029114683,0,0,0.005730421,0.004746024,0,0,0.005813082,0.010609054,0.043137162,0.080506545,0,0,0.001586231,0.00178898,0.007507123,0.008966957,0,0,0.000987549,0.001289814,0,0,0,0,0,0
pituitary_LEFT,0.00089977,0,0,0,0,0,0,0,0,0,0,0,0.000701012,0.002731629,0,0,0.005389501,0.003291775,0,0,0.000622596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036867559,0,0,0.000915757,0.000788642,0.003622539,0.004248368,0,0,0.003715619,0.002850687,0,0,0.006021287,0.005074723,0,0,0,0,0,0,0,0.000123222,0,0,0,0,0,0,0,0,0,0
pituitary_RIGHT,0,0.000947675,0,0,0,0,0,0,0,0,0,0,0.003001029,0.00065119,0,0,0.00333811,0.005437908,0,0,0,0.000669976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036867559,0,0,0,0.000622133,0.000774536,0.004302281,0.003289569,0,0,0.002862821,0.00358132,0,0,0.003700266,0.006916327,0,0,0,0,0,0,0,0.000247486,0,0,0,0,0,0,0,0,0,0
posterior_reticular_formation_LEFT,0.246068032,0.065338477,0.003951319,0,0.013633368,0.019264596,0,0,0.000493447,0,0.017741453,0.001359684,0.041406981,0.015439698,0.232595036,0.08198135,0.01869942,0.003719349,0.03037206,0.031734226,0.058931621,0.024848693,0.004032135,0.002769161,0.047798123,0.047819708,0.039644346,0.013410404,0.043699135,0.040209327,0.006866444,0.00201601,0,0,0,0,0.000768346,7.22E-05,0,0,0,0.113219807,0.009220758,0.002087485,0.00252642,0.001012279,0.022742506,0.005303823,0.119835769,0.074756824,0,0,0.000768453,0.000306601,0.001228605,6.37E-05,0.003577002,0.001135434,0.062429317,0.033407564,0.049599524,0.016690243,0,0,0.042267416,0.018503516,0.000566256,0,0.000772184,0.00559719,0.004354701,0.001972949
posterior_reticular_formation_RIGHT,0.065230259,0.247768718,0,0.004038215,0.020518109,0.011279351,0,0.00014938,0,0.000614227,0.002683493,0.010787589,0.016037934,0.03966564,0.077800799,0.232529488,0.003067097,0.014086542,0.034559228,0.02820794,0.025374771,0.063216025,0.003924883,0.004156943,0.044180314,0.055884319,0.020586638,0.028132277,0.042368264,0.042625938,0.00126065,0.007463523,0,0,0,0,0.000454331,0.000740512,0,0,0.113219807,0,0.001292932,0.011619967,0.000995372,0.002849082,0.005963871,0.021685317,0.078316156,0.117661989,0,0,0,0.00112759,7.71E-05,0.00116262,0.001202537,0.004137984,0.034254612,0.062535001,0.016961958,0.050893362,0,0,0.018075352,0.039694604,0,0.000804703,0.004138091,0.000956775,0.002065778,0.003801977
posterior_teberculum_LEFT,0.023596946,0.006954215,0.002713158,0.002258454,0.000210927,0.001805063,0,0,0.000558899,0.000608174,0,0,0.020627637,0.009054319,0.009432065,0.000699483,0.005336824,0.002233373,0,0,0.00235479,0.001895517,0,0,0.001928553,0.001297641,0,0.00180201,0,0.000685759,0.001028605,0,0.003578655,0.002222683,0,0,0.014119026,0.010962864,0.000915757,0.000622133,0.009220758,0.001292932,0,0.009879915,0.014298317,0.007992575,0.004812098,0.002011603,0.019849628,0.004584745,0.00050359,0,0.00427804,0.003780446,0.02772661,0.021335898,0.000242412,0.000128398,0.012361385,0.001680672,0.019700533,0.003442509,0,0,0.004027885,0.001395119,0,0,0,0,0,0
posterior_teberculum_RIGHT,0.00996408,0.031014569,0.002652709,0.005622147,0.001919308,0,0,0,0.001358577,0.001389388,0,0,0.015631371,0.029041074,0.001750678,0.011998829,0.006142263,0.007899816,0,0,0.003493243,0.00380448,0,0,0.001330871,0.002959903,0.002046699,0,0.000890751,0,0,0.000963472,0.003491144,0.004789763,0,0,0.015869881,0.01973221,0.000788642,0.000774536,0.002087485,0.011619967,0.009879915,0,0.009678782,0.019132284,0.001911626,0.007233584,0.012815983,0.023817398,0,0.000405885,0.003848117,0.006462307,0.026495395,0.036670062,0.000120344,0.000258073,0.002189445,0.013849175,0.004391654,0.022422207,0,0,0.001835279,0.003729367,0,0,0,0,0,0
preoptic_region_LEFT,0.010274653,0.013624772,0.004348388,0.003561482,0,0,0,0,0,0,0.000248691,0,0.033464429,0.019361159,0.003199891,0.000630919,0.006860694,0.007340022,0,0,0.00111848,0.002358348,0,0,0.000708078,0.001432815,0,5.99E-05,0,0.000170317,0,0,0.002157185,0.002344059,0,0,0.028792193,0.012054151,0.003622539,0.004302281,0.00252642,0.000995372,0.014298317,0.009678782,0,0.026816816,0.010982935,0.003566485,0.011207438,0.010245605,0.002617541,0.009674142,0.015995591,0.01611892,0.062121585,0.043565327,0.007883071,0.001928015,0.00210857,0.000991127,0.016610308,0.008018845,0,0,0.002737541,0.00189582,0,0,0,0.00051757,0,0
preoptic_region_RIGHT,0.011786091,0.011320699,0.00357013,0.005818502,0.000120979,0,0,0,0.000571212,0.002934495,0,0.000274143,0.01977565,0.034033306,0.000728367,0.003053649,0.007946796,0.005548593,0,0,0.002035903,0.001237185,0,0,0.001142619,0.001034235,0,0,0.000212696,0,0,0,0.002557114,0.002753818,0,0,0.014778492,0.029114683,0.004248368,0.003289569,0.001012279,0.002849082,0.007992575,0.019132284,0.026816816,0,0.003132157,0.009417501,0.010905536,0.010342215,0.009928623,0.001817305,0.011991277,0.021696785,0.045489641,0.062605743,0.001723245,0.007195118,0.00112802,0.002139988,0.008368708,0.015127374,0,0,0.001879655,0.002772544,0,0,0.000290195,0,0,0
pretectum_LEFT,0.040410609,0.013309289,0.002435936,0,0.014506209,0.009262561,0,0,0.000298942,0,0.000729286,0,0.011375711,0.002946961,0.016816805,0.00526024,0.001904707,0.000706404,0.000239066,0.000263995,0.003761409,0.001717797,0,0,0.012642019,0.001960127,0.0024154,0.002897204,0.000580454,0.000528985,0.001988764,0,0,0,0,0,0,0,0,0,0.022742506,0.005963871,0.004812098,0.001911626,0.010982935,0.003132157,0,0.024998727,0.012887779,0.011696542,0,0.015089716,0.001700059,0.001810893,0,0,0.027002975,0.003557385,0.045881316,0.013238564,0.08482919,0.014789465,0.006502609,0.004783404,0.018529261,0.003978146,0,0,0,0,0.000404433,0
pretectum_RIGHT,0.013546818,0.040412475,0,0.002259818,0.010106492,0.014272338,0,0,0,0.000511169,0.000303843,0.000523156,0.003021212,0.011299373,0.00497048,0.017918498,0.00122236,0.001861207,0.000263613,0.000251168,0.002363525,0.002360408,0,0,0.002455617,0.014134738,0.003280363,0.002219101,0.000705856,0.000441467,0,0.001849828,0,0,0,0,0,0,0,0,0.005303823,0.021685317,0.002011603,0.007233584,0.003566485,0.009417501,0.024998727,0,0.011496471,0.013626052,0.017067336,0,0.001711522,0.002449785,0,0,0.003063658,0.025290444,0.013606932,0.04846947,0.015278099,0.083638443,0.004788953,0.00661796,0.004717306,0.017230115,0,0.000354852,0.0001912,0,0.000271829,0
raphe_nucleus_LEFT,0.288658568,0.136242022,0.057358586,0.072827487,0.020197104,0.019524681,0,0,0.001007177,0.000424735,0.004364317,0.004091288,0.118281491,0.092434693,0.099065331,0.062208603,0.203447753,0.062958386,0.006577815,0.008008726,0.068774983,0.016364099,0,0,0.018888282,0.018100668,0.004249404,0.002098038,0.002289346,0.001298981,0,0.000720652,0,0,0,0,0.005115937,0.005730421,0.003715619,0.002862821,0.119835769,0.078316156,0.019849628,0.012815983,0.011207438,0.010905536,0.012887779,0.011496471,0,0.165309759,0,0,0.001502664,0.003229557,0.010026996,0.008243012,0.000742536,0.001660916,0.041294632,0.026328989,0.031062392,0.026184072,0,0,0.023002651,0.022732285,0,0,0.000160766,0.000217478,0,0
raphe_nucleus_RIGHT,0.135178288,0.298627624,0.054743666,0.057948661,0.022673997,0.020424114,0,0,0,0.000787936,0.004383618,0.002558124,0.09245594,0.109034234,0.0582393,0.093472112,0.062625049,0.165282553,0.00688133,0.007875604,0.015651789,0.070226486,0,8.14E-05,0.017976299,0.019950177,0.003490648,0.002686261,0.002074669,0.001545418,0,0.000247574,0,0,0,0,0.005710106,0.004746024,0.002850687,0.00358132,0.074756824,0.117661989,0.004584745,0.023817398,0.010245605,0.010342215,0.011696542,0.013626052,0.165309759,0,0,0,0.001495005,0.003240883,0.007902079,0.009563299,0.00165154,0.000750067,0.027446282,0.040138738,0.026131269,0.030397635,0,0,0.023667507,0.021539661,0,0,0.000222148,0.000162597,0,0
retina_LEFT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050359,0,0.002617541,0.009928623,0,0.017067336,0,0,0,0,0,0,0,0,0,0.015209377,0,0,0.00039302,0.016781672,0,0,0,0,0,0,0,0,0,0
retina_RIGHT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405885,0.009674142,0.001817305,0.015089716,0,0,0,0,0,0,0,0,0,0.013868537,0,0,0,0.014732699,0.000328264,0,0,0,0,0,0,0,0,0,0
rostral_hypothalamus_LEFT,0.00683216,0.004543568,0,0,0,0,0,0,0.000773402,0.000650241,0,0,0.003176124,0.00258841,0.002971308,0.000979167,0,0,0,0,0,0,0,0,0.00388154,0.003979489,0,0,0,0,0,0,0,0,0,0,0.010107667,0.005813082,0.006021287,0.003700266,0.000768453,0,0.00427804,0.003848117,0.015995591,0.011991277,0.001700059,0.001711522,0.001502664,0.001495005,0,0,0,0.040305626,0.003955726,0.001153517,0.00046564,0.000289791,0.003036853,0.002169495,0.010232146,0.009019129,0,0,0.007560486,0.005029617,0,0,0,0,0,0
rostral_hypothalamus_RIGHT,0.008713609,0.013748257,0.000347178,0,0,0,0,0,0.000769598,0.000878424,0,0,0.002998931,0.004976776,0.00336272,0.004618941,0,0.000155836,0,0,0,0,0,0,0.004803521,0.007655044,0,0,0,0,0,0,0,0,0,0,0.00678665,0.010609054,0.005074723,0.006916327,0.000306601,0.00112759,0.003780446,0.006462307,0.01611892,0.021696785,0.001810893,0.002449785,0.003229557,0.003240883,0,0,0.040305626,0,0.003192533,0.006152851,0.000348509,0.000516417,0.00412331,0.004942593,0.013318738,0.015341152,0,0,0.007102442,0.009534049,0,0,0,0,0,0
subpallium_LEFT,0.01229874,0.008018148,0.006291597,0.003925542,0.00042242,0,0,0,0.002407549,0.002229152,0,0,0.040583186,0.031910298,0.002038204,7.27E-05,0.00716662,0.002519211,0,0,0.000430972,0.000553543,0,0,0,0,0,0,0.000291326,0.000613389,0,0,0.039567255,0.00900305,0.000782074,0,0.083962031,0.043137162,0,0,0.001228605,7.71E-05,0.02772661,0.026495395,0.062121585,0.045489641,0,0,0.010026996,0.007902079,0,0,0.003955726,0.003192533,0,0.098015534,0,0,0.004710077,0.003630461,0.008019347,0.005612572,0,0,0.001395761,0.000904755,0,0,0,0,0,0
subpallium_RIGHT,0.007141423,0.011558394,0.005999604,0.005940294,0.000251386,0.000108036,0,0,0.002714748,0.002811324,0,0,0.032829096,0.040205799,0.000380831,0.001515595,0.002860322,0.00652547,0,0,0.000508644,0.000493258,0,0,0,0.000222508,0,0,0.00055578,0.000262791,0,0,0.010675625,0.044845332,0,0.000780315,0.047477976,0.080506545,0,0,6.37E-05,0.00116262,0.021335898,0.036670062,0.043565327,0.062605743,0,0,0.008243012,0.009563299,0,0,0.001153517,0.006152851,0.098015534,0,0,0,0.00365727,0.004683714,0.005378121,0.007836898,0,0,0.000689462,0.001262155,0,0,0,0,0,0
tectum_LEFT,0.010682951,0.003299215,0.0013917,0,0.001012212,0.000493327,0,0,0,0,4.51E-05,0,0.004209168,0.00154669,0.005980833,0.001795067,0.000948115,0.000698433,0.000269409,0.000886991,0.000118521,0,0,0,0.002751861,0.000832503,0.000330185,0.000333009,0.000309582,7.93E-05,0.000678945,0,0,0,0,0,0,0,0,0,0.003577002,0.001202537,0.000242412,0.000120344,0.007883071,0.001723245,0.027002975,0.003063658,0.000742536,0.00165154,0,0.013868537,0.00046564,0.000348509,0,0,0,0.003266513,0.015366097,0.002461537,0.02732275,0.004682416,0.002213425,0.0006587,0.026374373,0.001612872,0,0,0,0,0,0
tectum_RIGHT,0.003347395,0.009493223,0,0.001551435,0.000651047,0.000880019,0,0,0,0,0,3.01E-05,0.00122479,0.006304641,0.001798524,0.005971782,0.000935501,0.000917488,0.000899434,0.00032788,0,2.40E-05,0,0,0.00084414,0.002359402,0.000368365,0.000373969,0.000319573,0.000328545,0,0.000845904,0,0,0,0,0,0,0,0,0.001135434,0.004137984,0.000128398,0.000258073,0.001928015,0.007195118,0.003557385,0.025290444,0.001660916,0.000750067,0.015209377,0,0.000289791,0.000516417,0,0,0.003266513,0,0.002569619,0.015038905,0.004738696,0.028688938,0.000643774,0.0021798,0.001662928,0.025295466,0,0,0,0,0,0
tegmentum_LEFT,0.132864179,0.043682158,0.000604745,0,0.027746448,0.024645569,0,0,0,0,0.002927192,0.000176281,0.029063731,0.003581035,0.083096986,0.039278452,0.005165251,0.003694179,0.001655148,0.010449445,0.017496273,0.008540597,0,0.000129164,0.028527413,0.020464238,0.004343787,0.004279851,0.002106915,0.009504692,0.00153494,0,0,0,0,0,0.002445655,0.001586231,0,0,0.062429317,0.034254612,0.012361385,0.002189445,0.00210857,0.00112802,0.045881316,0.013606932,0.041294632,0.027446282,0,0,0.003036853,0.00412331,0.004710077,0.00365727,0.015366097,0.002569619,0,0.024606412,0.062500382,0.018585745,0.000734225,0.000895443,0.071758824,0.016232277,0,0,0,0.001019843,0.000417066,0
tegmentum_RIGHT,0.044356619,0.126792749,0,0.000519475,0.023904929,0.027921575,0,0,0,0,0.000520704,0.001597028,0.003077062,0.030360173,0.035917096,0.082821085,0.003293716,0.003729775,0.010152437,0.001846067,0.008989341,0.014790182,0.000138673,0,0.018891254,0.035980111,0.007676735,0.004138365,0.011239908,0.00203701,0,0.000631107,0,0,0,0,0.001521744,0.00178898,0,0,0.033407564,0.062535001,0.001680672,0.013849175,0.000991127,0.002139988,0.013238564,0.04846947,0.026328989,0.040138738,0,0,0.002169495,0.004942593,0.003630461,0.004683714,0.002461537,0.015038905,0.024606412,0,0.019428316,0.063580706,0.000969057,0.000743075,0.017078474,0.066565232,0,0.000252282,0.000854568,0,0,0.000239179
thalamus_LEFT,0.105030628,0.040265503,0.002351965,0.000363043,0.009759486,0.008969853,0,0,0.018491157,0.014808703,0.003013191,7.75E-05,0.043156808,0.009564967,0.053480247,0.018352149,0.008096315,0.002363484,0.00082538,0.001705615,0.010106779,0.005109392,0,0,0.01771117,0.01346508,0.001893329,0.004515163,0.000882826,0.002836866,0.001962499,0,0.000242242,6.55E-05,0,0,0.009517612,0.007507123,0,0,0.049599524,0.016961958,0.019700533,0.004391654,0.016610308,0.008368708,0.08482919,0.015278099,0.031062392,0.026131269,0.00039302,0.014732699,0.010232146,0.013318738,0.008019347,0.005378121,0.02732275,0.004738696,0.062500382,0.019428316,0,0.04183211,0.000958753,0.000440637,0.045938314,0.021188477,0,0,0,0.000537179,0.000187188,0
